"id","latitude","longitude","elevation","state","name","gsn_flag","hcn_crn_flag","wmoid","geopoint"
USC00168945,30.5981,-90.4472,16.2,LA,TICKFAW 3 ENE                 ,   ,   ,,POINT(-90.4472 30.5981)
US1LATG0006,30.5488,-90.4953,16.2,LA,TICKFAW 2.0 SSW               ,   ,   ,,POINT(-90.4953 30.5488)
US1LAST0011,30.5319,-90.0862,16.2,LA,COVINGTON 4.0 NNE             ,   ,   ,,POINT(-90.0862 30.5319)
US1LACC0016,30.3912,-93.4114,16.2,LA,DE QUINCY 4.4 SSE             ,   ,   ,,POINT(-93.4114 30.3912)
USW00003996,32.35,-91.0278,26.2,LA,TALLULAH VICKSBURG AP         ,   ,   ,,POINT(-91.0278 32.35)
USC00162971,32.6167,-91.5667,30.2,LA,EPPS 6 WNW                    ,   ,   ,,POINT(-91.5667 32.6167)
US1LABS0022,32.5781,-93.7205,52.4,LA,BOSSIER CITY 5.3 NW           ,   ,   ,,POINT(-93.7205 32.5781)
US1LABS0001,32.6061,-93.7129,52.4,LA,BOSSIER CITY 6.7 NNW          ,   ,   ,,POINT(-93.7129 32.6061)
USR0000LEVA,31.185,-92.6314,56.4,LA,EVANGELINE/GARDNER LOUISIANA  ,   ,   ,,POINT(-92.6314 31.185)
USC00166244,32.6053,-93.2947,56.4,LA,MINDEN                        ,   ,   ,,POINT(-93.2947 32.6053)
USC00160786,32.3833,-94.05,112.8,LA,BETHANY                       ,   ,   ,,POINT(-94.05 32.3833)
USC00162334,29.6,-90.35,0.3,LA,DELTA FARMS                   ,   ,   ,,POINT(-90.35 29.6)
US1LASJ0002,30.0634,-90.6997,0.3,LA,GRAMERCY 0.4 NW               ,   ,   ,,POINT(-90.6997 30.0634)
US1LAOR0016,29.9794,-90.0812,0.6,LA,NEW ORLEANS 2.1 NNW           ,   ,   ,,POINT(-90.0812 29.9794)
USC00163807,29.2414,-89.9914,0.6,LA,GRAND ISLE                    ,   ,   ,,POINT(-89.9914 29.2414)
US1LAOR0009,30.0152,-90.0656,0.6,LA,NEW ORLEANS 5.0 N             ,   ,   ,,POINT(-90.0656 30.0152)
USC00166666,29.9508,-90.0511,0.6,LA,NEW ORLEANS ALGIERS           ,   ,   ,,POINT(-90.0511 29.9508)
USC00166678,30.0167,-90.0167,-0.6,LA,NEW ORLEANS PINE VILLA        ,   ,   ,,POINT(-90.0167 30.0167)
USW00012968,29.5622,-91.5256,1.2,LA,SALT POINT                    ,   ,   ,,POINT(-91.5256 29.5622)
USC00162478,29.5833,-89.8333,1.2,LA,DIAMOND 4 NW                  ,   ,   ,,POINT(-89.8333 29.5833)
USW00012916,29.9933,-90.2511,1.2,LA,NEW ORLEANS INTL AP           ,GSN,   ,72231,POINT(-90.2511 29.9933)
USC00160526,30.4833,-92.6333,1.2,LA,BASILE 2 W                    ,   ,   ,,POINT(-92.6333 30.4833)
USC00167932,29.7286,-92.8181,1.2,LA,ROCKEFELLER WL REFUGE         ,   ,   ,,POINT(-92.8181 29.7286)
USC00167368,29.5833,-89.8333,1.2,LA,PLAQUEMINES EXP STN           ,   ,   ,,POINT(-89.8333 29.5833)
USC00165624,29.5814,-89.8222,1.2,LA,LSU CITRUS RSCH STN           ,   ,   ,,POINT(-89.8222 29.5814)
USC00160658,29.9747,-93.0897,1.2,LA,BELL CITY 13 SW               ,   ,   ,,POINT(-93.0897 29.9747)
USC00168750,30.3167,-93.6667,-999.9,LA,STARKS FIRE TWR               ,   ,   ,,POINT(-93.6667 30.3167)
USC00162309,31.8833,-91.8333,-999.9,LA,DAVIS                         ,   ,   ,,POINT(-91.8333 31.8833)
USC00169685,31.6,-92.2667,-999.9,LA,WHITE SULPHUR SPRING          ,   ,   ,,POINT(-92.2667 31.6)
USC00163009,30.9833,-93.5,-999.9,LA,EVANS                         ,   ,   ,,POINT(-93.5 30.9833)
USC00169613,30.0333,-90.1167,-999.9,LA,WEST END                      ,   ,   ,,POINT(-90.1167 30.0333)
USC00161323,30.15,-90.9167,-999.9,LA,BURNSIDE                      ,   ,   ,,POINT(-90.9167 30.15)
USC00162976,31.3833,-92.3,-999.9,LA,ESLER FIELD                   ,   ,   ,,POINT(-92.3 31.3833)
USC00162287,32.6833,-92.45,-999.9,LA,D ARBONNE FIRE DNGR TW        ,   ,   ,,POINT(-92.45 32.6833)
USC00169682,30.3167,-90.7,-999.9,LA,WHITEHALL                     ,   ,   ,,POINT(-90.7 30.3167)
USC00161331,31.0667,-93.5,-999.9,LA,BURR FERRY                    ,   ,   ,,POINT(-93.5 31.0667)
USC00163001,31.2,-92.6,-999.9,LA,EVANGELINE GRD STN            ,   ,   ,,POINT(-92.6 31.2)
USC00166132,30.95,-92.4,-999.9,LA,MERIDIAN FIRE TWR             ,   ,   ,,POINT(-92.4 30.95)
USC00164800,32.1833,-93.9,-999.9,LA,KEATCHIE                      ,   ,   ,,POINT(-93.9 32.1833)
USC00162684,30.25,-90.9833,-999.9,LA,DUTCHTOWN                     ,   ,   ,,POINT(-90.9833 30.25)
USC00168004,30.7667,-90.5167,-999.9,LA,ROSELAND                      ,   ,   ,,POINT(-90.5167 30.7667)
USC00169610,32.1667,-93.5,-999.9,LA,WESTDALE 3 SW                 ,   ,   ,,POINT(-93.5 32.1667)
USC00163218,30.35,-90.05,-999.9,LA,FONTAINBLEAU SP               ,   ,   ,,POINT(-90.05 30.35)
USC00165596,32.6333,-93.9667,-999.9,LA,LONGWOOD FIRE TWR             ,   ,   ,,POINT(-93.9667 32.6333)
USC00167822,30.9833,-90.9833,-999.9,LA,RICHLAND HILL NEAR SCS        ,   ,   ,,POINT(-90.9833 30.9833)
USC00161981,32.1,-91.6,-999.9,LA,COMO                          ,   ,   ,,POINT(-91.6 32.1)
USC00164830,31.9167,-92.15,-999.9,LA,KELLY                         ,   ,   ,,POINT(-92.15 31.9167)
USC00168930,30.7667,-92.9,-999.9,LA,TEN MILE                      ,   ,   ,,POINT(-92.9 30.7667)
USC00161577,32.2667,-93.5667,-999.9,LA,CASPIANA                      ,   ,   ,,POINT(-93.5667 32.2667)
USC00165713,32.3667,-92.2167,-999.9,LA,LUNA FIRE TWR                 ,   ,   ,,POINT(-92.2167 32.3667)
USC00164348,29.4667,-89.6667,-999.9,LA,HOMEPLACE                     ,   ,   ,,POINT(-89.6667 29.4667)
USC00160989,32.8833,-91.6667,-999.9,LA,BONITA 3 S                    ,   ,   ,,POINT(-91.6667 32.8833)
USC00169298,29.2833,-89.35,-999.9,LA,VENICE                        ,   ,   ,,POINT(-89.35 29.2833)
USC00161380,30.1,-91.9,-999.9,LA,CADES                         ,   ,   ,,POINT(-91.9 30.1)
USC00163117,31.6333,-91.5667,-999.9,LA,FERRIDAY                      ,   ,   ,,POINT(-91.5667 31.6333)
USC00168813,30.65,-90.9333,-999.9,LA,STONYPOINT                    ,   ,   ,,POINT(-90.9333 30.65)
USC00164958,32.9667,-91.5,-999.9,LA,LAARK                         ,   ,   ,,POINT(-91.5 32.9667)
USC00164590,32.35,-93.15,-999.9,LA,JAMESTOWN NEAR SCS 16         ,   ,   ,,POINT(-93.15 32.35)
USC00162672,29.3833,-90.7167,-999.9,LA,DULAC                         ,   ,   ,,POINT(-90.7167 29.3833)
USC00169435,30.4833,-90.8667,-999.9,LA,WALKER                        ,   ,   ,,POINT(-90.8667 30.4833)
USC00166585,29.8833,-89.9833,-999.9,LA,NAVAL AMMUNITION DEPOT        ,   ,   ,,POINT(-89.9833 29.8833)
USC00168582,32.1833,-91.2333,-999.9,LA,SOMERSET                      ,   ,   ,,POINT(-91.2333 32.1833)
USC00167861,32.3333,-93.2667,-999.9,LA,RINGGOLD                      ,   ,   ,,POINT(-93.2667 32.3333)
USC00165075,30.2167,-93.2167,-999.9,LA,LAKE CHARLES                  ,   ,   ,,POINT(-93.2167 30.2167)
USC00167174,29.65,-92.4333,-999.9,LA,PECAN ISLAND                  ,   ,   ,,POINT(-92.4333 29.65)
USC00169455,32.3333,-93.6667,-999.9,LA,WALLACE LAKE DAM              ,   ,   ,,POINT(-93.6667 32.3333)
USC00165365,32.3167,-92.9167,-999.9,LA,LIBERTY HILL                  ,   ,   ,,POINT(-92.9167 32.3167)
USC00164367,32.5,-93.6667,-999.9,LA,HONORE                        ,   ,   ,,POINT(-93.6667 32.5)
USC00162954,29.85,-92.2333,-999.9,LA,ESTHER                        ,   ,   ,,POINT(-92.2333 29.85)
USC00162884,29.4,-89.6,-999.9,LA,EMPIRE                        ,   ,   ,,POINT(-89.6 29.4)
USC00161677,30.05,-88.8667,-999.9,LA,CHANDELEUR LIGHTHOUSE         ,   ,   ,,POINT(-88.8667 30.05)
USC00166636,31.3667,-91.8333,-999.9,LA,NEW ERA                       ,   ,   ,,POINT(-91.8333 31.3667)
USC00168393,29.8667,-89.65,-999.9,LA,SHELL BCH LOYOLA CAMP         ,   ,   ,,POINT(-89.65 29.8667)
USC00165283,31.15,-93.1833,85.3,LA,LEESVILLE 5 ENE               ,   ,   ,,POINT(-93.1833 31.15)
USC00168800,31.2333,-92.9333,85.3,LA,STILLE                        ,   ,   ,,POINT(-92.9333 31.2333)
US1LAJC0003,32.3442,-92.6794,85.3,LA,QUITMAN 2.5 E                 ,   ,   ,,POINT(-92.6794 32.3442)
US1LABV0002,32.5519,-92.925,117.3,LA,ARCADIA 0.1 NNW               ,   ,   ,,POINT(-92.925 32.5519)
US1LALV0002,30.5771,-90.9699,32.9,LA,DENHAM SPRINGS 6.8 N          ,   ,   ,,POINT(-90.9699 30.5771)
USC00163079,32.775,-92.4075,54.9,LA,FARMERVILLE                   ,   ,   ,,POINT(-92.4075 32.775)
USC00169583,32.8667,-92.7333,54.9,LA,WELDON                        ,   ,   ,,POINT(-92.7333 32.8667)
USC00168489,32.0833,-92.4667,54.9,LA,SIKES 2 E                     ,   ,   ,,POINT(-92.4667 32.0833)
USC00161703,32.3167,-92.45,54.9,LA,CHATHAM                       ,   ,   ,,POINT(-92.45 32.3167)
USC00168436,32.5158,-93.7447,54.9,LA,SHREVEPORT DWTN               ,   ,   ,,POINT(-93.7447 32.5158)
US1LAEF0001,30.8404,-91.0159,65.8,LA,CLINTON 1.4 S                 ,   ,   ,,POINT(-91.0159 30.8404)
US1LACD0027,32.8946,-93.9828,69.8,LA,VIVIAN 1.5 N                  ,   ,   ,,POINT(-93.9828 32.8946)
US1LAWF0004,30.8928,-91.3641,73.8,LA,WAKEFIELD 0.9 WNW             ,   ,   ,,POINT(-91.3641 30.8928)
USC00163794,32.1333,-93.8,82.3,LA,GRAND CANE FIRE TWR           ,   ,   ,,POINT(-93.8 32.1333)
US1LASL0006,30.5218,-92.067,17.7,LA,FSA-OPELOUSAS 1.0 ESE         ,   ,   ,,POINT(-92.067 30.5218)
USC00162361,30.4347,-93.4692,24.7,LA,DE QUINCY                     ,   ,   ,,POINT(-93.4692 30.4347)
USC00169865,31.1167,-92.4667,35.4,LA,WOODWORTH 2 SE                ,   ,   ,,POINT(-92.4667 31.1167)
US1LAVN0004,31.0394,-93.3118,66.8,LA,LEESVILLE 7.1 SSW             ,   ,   ,,POINT(-93.3118 31.0394)
US1LACW0002,32.1672,-92.1474,75.3,LA,COLUMBIA 6.1 NW               ,   ,   ,,POINT(-92.1474 32.1672)
USW00003949,31.4,-93.2833,111.3,LA,PEASON RIDGE RANGE            ,   ,   ,72282,POINT(-93.2833 31.4)
USC00166202,31.4667,-93.7333,39.9,LA,MILAM TEXAS 8 E               ,   ,   ,,POINT(-93.7333 31.4667)
USC00165081,31.9167,-93.3,39.9,LA,LAKE END                      ,   ,   ,,POINT(-93.3 31.9167)
USC00161431,31.3667,-92.4,47.9,LA,CAMP BEAUREGARD               ,   ,   ,,POINT(-92.4 31.3667)
USW00013944,32.5,-93.6667,53.9,LA,SHREVEPORT BARKSDALE AFB      ,   ,   ,,POINT(-93.6667 32.5)
USC00164592,32.3483,-93.2014,57.9,LA,JAMESTOWN                     ,   ,   ,,POINT(-93.2014 32.3483)
US1LACD0002,32.3875,-93.8267,57.9,LA,SHREVEPORT 6.0 SSW            ,   ,   ,,POINT(-93.8267 32.3875)
USC00167304,30.7111,-90.7525,57.9,LA,PINE GROVE FIRE TWR           ,   ,   ,,POINT(-90.7525 30.7111)
USC00165522,31.9672,-94.0003,57.9,LA,LOGANSPORT                    ,   ,   ,,POINT(-94.0003 31.9672)
USC00162367,30.8428,-93.2869,57.9,LA,DE RIDDER                     ,   ,   ,,POINT(-93.2869 30.8428)
US1LAWS0002,30.8508,-90.1368,57.9,LA,FRANKLINTON 0.4 ENE           ,   ,   ,,POINT(-90.1368 30.8508)
USC00167590,32.3644,-92.7125,61.9,LA,QUITMAN 2                     ,   ,   ,,POINT(-92.7125 32.3644)
US1LALN0006,32.549,-92.6573,84.1,LA,RUSTON 1.6 NW                 ,   ,   ,,POINT(-92.6573 32.549)
US1LACD0029,32.6303,-93.9136,84.1,LA,SHREVEPORT 12.9 NNW           ,   ,   ,,POINT(-93.9136 32.6303)
US1LAOC0034,32.5156,-92.2362,36.3,LA,WEST MONROE 5.1 W             ,   ,   ,,POINT(-92.2362 32.5156)
USC00160761,32.7833,-92.6667,54.3,LA,BERNICE 2 S                   ,   ,   ,,POINT(-92.6667 32.7833)
US1LABG0001,30.8516,-93.2661,54.3,LA,DERIDDER 1.5 ENE              ,   ,   ,,POINT(-93.2661 30.8516)
US1LACD0014,32.4613,-93.7447,64.6,LA,SHREVEPORT 3.2 ESE            ,   ,   ,,POINT(-93.7447 32.4613)
US1LAWS0004,30.858,-89.974,100.6,LA,BOGALUSA 8.8 WNW              ,   ,   ,,POINT(-89.974 30.858)
USC00168405,30.85,-89.9833,100.6,LA,SHERIDAN FIRE TWR             ,   ,   ,,POINT(-89.9833 30.85)
USW00003931,31.05,-93.1833,100.6,LA,FT POLK AAF                   ,   ,   ,72239,POINT(-93.1833 31.05)
USC00164732,32.255,-92.6544,100.6,LA,JONESBORO 4 ENE               ,   ,   ,,POINT(-92.6544 32.255)
US1LAOR0019,29.9448,-90.0254,4.6,LA,NEW ORLEANS 2.8 E             ,   ,   ,,POINT(-90.0254 29.9448)
USC00167448,30.4508,-91.2183,4.6,LA,PORT ALLEN                    ,   ,   ,,POINT(-91.2183 30.4508)
US1LATG0010,30.4302,-90.3623,4.6,LA,PONCHATOULA 4.9 E             ,   ,   ,,POINT(-90.3623 30.4302)
USC00164775,29.9942,-92.2825,4.6,LA,KAPLAN                        ,   ,   ,,POINT(-92.2825 29.9942)
USC00160563,30.3453,-90.8931,4.6,LA,BAYOU MANCHAC PT              ,   ,   ,,POINT(-90.8931 30.3453)
USC00168230,30.1217,-91.1581,4.6,LA,SAMSTOWN                      ,   ,   ,,POINT(-91.1581 30.1217)
US1LACC0006,30.2339,-93.3205,4.6,LA,SULPHUR 2.2 E                 ,   ,   ,,POINT(-93.3205 30.2339)
USC00167485,30.3333,-90.85,4.6,LA,PORT VINCENT                  ,   ,   ,,POINT(-90.85 30.3333)
US1LAST0012,30.4079,-90.1089,4.6,LA,MANDEVILLE 3.1 NNW            ,   ,   ,,POINT(-90.1089 30.4079)
USC00167767,30.0564,-90.5803,4.6,LA,RESERVE                       ,   ,   ,,POINT(-90.5803 30.0564)
US1LAST0015,30.4336,-90.1939,4.6,LA,MADISONVILLE 3.2 NNW          ,   ,   ,,POINT(-90.1939 30.4336)
US1LACC0009,30.3698,-93.0669,4.6,LA,IOWA 9.7 NNW                  ,   ,   ,,POINT(-93.0669 30.3698)
USC00160565,30.1328,-91.3228,4.6,LA,BAYOU SORREL LOCK             ,   ,   ,,POINT(-91.3228 30.1328)
US1LAWB0002,30.3797,-91.2674,4.6,LA,ADDIS 1.7 N                   ,   ,   ,,POINT(-91.2674 30.3797)
USC00162872,30.0667,-90.6167,6.1,LA,EMILIE                        ,   ,   ,,POINT(-90.6167 30.0667)
USC00166669,29.95,-90.1333,6.1,LA,NEW ORLEANS WTP               ,   ,   ,,POINT(-90.1333 29.95)
USC00160232,30.0833,-92.25,6.1,LA,ANDREW                        ,   ,   ,,POINT(-92.25 30.0833)
USC00168295,29.7333,-90.8167,6.1,LA,SCHRIEVER                     ,   ,   ,,POINT(-90.8167 29.7333)
US1LAAS0019,30.2769,-90.9791,6.1,LA,PRAIRIEVILLE 2.0 S            ,   ,   ,,POINT(-90.9791 30.2769)
USC00169444,30.05,-90.6833,6.1,LA,WALLACE                       ,   ,   ,,POINT(-90.6833 30.05)
USC00160555,30.4292,-91.2069,6.1,LA,BATON ROUGE                   ,   ,   ,,POINT(-91.2069 30.4292)
USC00164674,29.9592,-91.7108,6.1,LA,JEANERETTE 5 NW               ,   ,   ,,POINT(-91.7108 29.9592)
USC00169027,29.8,-90.8167,6.1,LA,THIBODAUX #2                  ,   ,   ,,POINT(-90.8167 29.8)
US1LAST0022,30.3161,-89.7414,6.1,LA,SLIDELL 3.3 NE                ,   ,   ,,POINT(-89.7414 30.3161)
USC00166144,30.2036,-92.5747,6.1,LA,MERMENTAU 1 NNE               ,   ,   ,,POINT(-92.5747 30.2036)
USC00163755,30.0667,-90.7,6.1,LA,GRAMERCY                      ,   ,   ,,POINT(-90.7 30.0667)
USC00164186,30.3167,-91.8167,6.1,LA,HENDERSON 2 W                 ,   ,   ,,POINT(-91.8167 30.3167)
US1LACC0003,30.2322,-92.9986,6.1,LA,IOWA 0.9 ESE                  ,   ,   ,,POINT(-92.9986 30.2322)
USC00167366,30.3214,-91.2517,6.1,LA,PLAQUEMINE 2 N                ,   ,   ,,POINT(-91.2517 30.3214)
US1LAEB0044,30.3412,-91.1137,6.1,LA,BATON ROUGE 8.0 SSE           ,   ,   ,,POINT(-91.1137 30.3412)
USC00167070,29.9833,-91.0833,6.1,LA,PAINCOURTVILLE                ,   ,   ,,POINT(-91.0833 29.9833)
US1LALV0005,30.2717,-90.8228,6.1,LA,FRENCH SETTLEMENT 3.0 SSW     ,   ,   ,,POINT(-90.8228 30.2717)
USC00161246,30.3919,-91.2711,6.1,LA,BRUSLY 2 W                    ,   ,   ,,POINT(-91.2711 30.3919)
USC00164164,30.35,-93.0833,6.1,LA,HECKER                        ,   ,   ,,POINT(-93.0833 30.35)
USC00168392,30.0667,-92.6333,6.1,LA,SHELL BEACH                   ,   ,   ,,POINT(-92.6333 30.0667)
USC00165783,30.0389,-90.6936,6.1,LA,LUTCHER                       ,   ,   ,,POINT(-90.6936 30.0389)
USC00162002,29.9953,-90.8178,7.6,LA,CONVENT 2S                    ,   ,   ,,POINT(-90.8178 29.9953)
USC00160016,30.4714,-90.0436,7.6,LA,ABITA SPRINGS 1 SW            ,   ,   ,,POINT(-90.0436 30.4714)
USC00161565,30.1981,-91.1256,7.6,LA,CARVILLE 2 SW                 ,   ,   ,,POINT(-91.1256 30.1981)
USC00164535,32.2167,-93.0333,7.6,LA,IOWA NEAR SCS                 ,   ,   ,,POINT(-93.0333 32.2167)
USC00166434,30.3392,-93.215,7.6,LA,MOSS BLUFF 2 NNW              ,   ,   ,,POINT(-93.215 30.3392)
USC00165021,30.2192,-92.065,7.6,LA,LAFAYETTE                     ,   ,   ,,POINT(-92.065 30.2192)
USC00162212,30.2408,-92.3478,7.6,LA,CROWLEY 2 NE                  ,   ,   ,,POINT(-92.3478 30.2408)
USC00162154,30.5131,-90.09,7.6,LA,COVINGTON 3 NE                ,   ,   ,,POINT(-90.09 30.5131)
USC00166561,29.9342,-91.0164,7.6,LA,NAPOLEONVILLE                 ,   ,   ,,POINT(-91.0164 29.9342)
USC00161241,30.2233,-91.9033,7.6,LA,BREAUX BRIDGE 4 S             ,   ,   ,,POINT(-91.9033 30.2233)
US1LATG0016,30.4534,-90.4509,7.6,LA,PONCHATOULA 1.2 NNW           ,   ,   ,,POINT(-90.4509 30.4534)
USW00053865,30.3433,-89.8222,8.2,LA,SLIDELL AP                    ,   ,   ,72233,POINT(-89.8222 30.3433)
US1LAJD0004,30.3356,-92.6711,8.2,LA,JENNINGS 7.8 N                ,   ,   ,,POINT(-92.6711 30.3356)
USC00162350,30.4803,-90.9614,10.7,LA,DENHAM SPRINGS                ,   ,   ,,POINT(-90.9614 30.4803)
USC00164030,30.5031,-90.3772,10.7,LA,HAMMOND 5 E                   ,   ,   ,,POINT(-90.3772 30.5031)
US1LALY0006,30.2522,-92.0887,10.7,LA,SCOTT 1.0 N                   ,   ,   ,,POINT(-92.0887 30.2522)
USW00053960,30.0917,-91.8731,10.7,LA,LAFAYETTE 13 SE               ,   ,   ,74760,POINT(-91.8731 30.0917)
USC00161535,30.32,-92.0444,10.7,LA,CARENCRO                      ,   ,   ,,POINT(-92.0444 30.32)
US1LAEB0042,30.3586,-91.078,10.7,LA,INNISWOLD 2.8 S               ,   ,   ,,POINT(-91.078 30.3586)
USC00165296,29.7856,-92.2047,12.2,LA,LELAND BOWMAN LOCK            ,   ,   ,,POINT(-92.2047 29.7856)
US1LASM0004,30.096,-91.9418,12.2,LA,BROUSSARD 4.1 SSE             ,   ,   ,,POINT(-91.9418 30.096)
USC00161583,31.5833,-92.0167,13.7,LA,CATAHOULA WR                  ,   ,   ,,POINT(-92.0167 31.5833)
USC00160540,30.8206,-91.6622,13.7,LA,BATCHELOR                     ,   ,   ,,POINT(-91.6622 30.8206)
USC00166686,30.7267,-91.3672,13.7,LA,NEW ROADS 5 NE                ,   ,   ,,POINT(-91.3672 30.7267)
USC00162981,30.4917,-92.4303,15.2,LA,EUNICE                        ,   ,   ,,POINT(-92.4303 30.4917)
US1LATG0018,30.5252,-90.5402,15.2,LA,HAMMOND 4.9 WNW               ,   ,   ,,POINT(-90.5402 30.5252)
USC00165146,31.3731,-91.9053,15.2,LA,LARTO LAKE                    ,   ,   ,,POINT(-91.9053 31.3731)
USC00164884,30.5,-92.9,15.2,LA,KINDER 3 W                    ,   ,   ,,POINT(-92.9 30.5)
USC00169355,31.5333,-91.4333,15.2,LA,VIDALIA NATCHEZ               ,   ,   ,,POINT(-91.4333 31.5333)
USC00169127,31.6333,-91.8167,15.2,LA,TRINITY                       ,   ,   ,,POINT(-91.8167 31.6333)
USC00160548,30.4192,-91.1303,15.2,LA,BATON ROUGE CONCORD           ,   ,   ,,POINT(-91.1303 30.4192)
US1LACT0003,31.6206,-91.8455,17.4,LA,FSA-JONESVILLE 0.9 W          ,   ,   ,,POINT(-91.8455 31.6206)
US1LALV0012,30.6124,-90.8198,24.4,LA,WALKER 9.3 NNE                ,   ,   ,,POINT(-90.8198 30.6124)
US1LARP0007,31.2624,-92.4946,24.4,LA,ALEXANDRIA 2.8 SW             ,   ,   ,,POINT(-92.4946 31.2624)
USC00164034,30.4839,-90.4731,27.4,LA,HAMMOND                       ,   ,   ,,POINT(-90.4731 30.4839)
US1LAGR0002,31.7933,-92.5832,44.8,LA,GEORGETOWN 12.1 W             ,   ,   ,,POINT(-92.5832 31.7933)
USC00167924,32.3556,-93.6425,48.8,LA,ROBSON                        ,   ,   ,,POINT(-93.6425 32.3556)
USC00169803,31.9622,-92.6561,48.8,LA,WINNFIELD 3 N                 ,   ,   ,,POINT(-92.6561 31.9622)
US1LALS0001,31.669,-92.1555,62.8,LA,JENA 2.2 SW                   ,   ,   ,,POINT(-92.1555 31.669)
USC00163741,31.4358,-92.8828,93.6,LA,GORUM FIRE TWR                ,   ,   ,,POINT(-92.8828 31.4358)
USC00160800,32.3744,-92.9433,93.6,LA,BIENVILLE 3 NE                ,   ,   ,,POINT(-92.9433 32.3744)
USC00164859,30.9433,-90.5117,70.1,LA,KENTWOOD                      ,   ,   ,,POINT(-90.5117 30.9433)
USR0000LCAN,32.8042,-93.0667,70.1,LA,CANEY - FTS LOUISIANA         ,   ,   ,,POINT(-93.0667 32.8042)
USC00163864,30.8333,-90.6667,70.1,LA,GREENSBURG                    ,   ,   ,,POINT(-90.6667 30.8333)
USC00165890,31.5667,-93.4833,70.1,LA,MANY                          ,   ,   ,,POINT(-93.4833 31.5667)
USR0000LCAT,31.5022,-92.4617,70.1,LA,CATAHOULA - FTS LOUISIANA     ,   ,   ,,POINT(-92.4617 31.5022)
USC00161443,31.45,-92.3667,70.1,LA,CAMP LIVINGSTON               ,   ,   ,,POINT(-92.3667 31.45)
USC00162812,31.1042,-92.705,70.1,LA,ELMER 2 SW                    ,   ,   ,,POINT(-92.705 31.1042)
USC00167421,31.5,-92.4667,70.1,LA,POLLOCK FOREST NURSERY        ,   ,   ,,POINT(-92.4667 31.5)
USC00165935,32.0775,-93.2167,70.1,LA,MARTIN FIRE TWR               ,   ,   ,,POINT(-93.2167 32.0775)
USC00165874,32.0711,-93.7589,98.1,LA,MANSFIELD 4 NW                ,   ,   ,,POINT(-93.7589 32.0711)
USC00169838,30.95,-90.9333,98.1,LA,WOODLAND                      ,   ,   ,,POINT(-90.9333 30.95)
USC00160253,32.8833,-93,106.1,LA,ANTIOCH FIRE TWR              ,   ,   ,,POINT(-93 32.8833)
USC00166866,32.8642,-91.38,39.3,LA,OAK GROVE                     ,   ,   ,,POINT(-91.38 32.8642)
USC00168138,30.7872,-91.3675,39.3,LA,ST FRANCISVILLE 1 NE          ,   ,   ,,POINT(-91.3675 30.7872)
US1LABS0025,32.5942,-93.7269,53.3,LA,BOSSIER CITY 6.4 NW           ,   ,   ,,POINT(-93.7269 32.5942)
USC00164931,32.4169,-93.4428,53.3,LA,KORAN                         ,   ,   ,,POINT(-93.4428 32.4169)
US1LACD0004,32.3796,-93.8019,57.3,LA,SHREVEPORT 6.3 S              ,   ,   ,,POINT(-93.8019 32.3796)
US1LACD0013,32.4706,-93.7466,57.3,LA,SHREVEPORT 3.0 E              ,   ,   ,,POINT(-93.7466 32.4706)
USC00162121,32.8869,-93.4569,78.6,LA,COTTON VALLEY 5 NNW           ,   ,   ,,POINT(-93.4569 32.8869)
USC00167040,31.9333,-93.6333,78.6,LA,OXFORD                        ,   ,   ,,POINT(-93.6333 31.9333)
USC00160045,31.8,-91.9667,67.1,LA,AIMWELL FIRE TWR              ,   ,   ,,POINT(-91.9667 31.8)
USC00168430,32.4167,-93.7333,67.1,LA,SHREVEPORT ASF DEPOT          ,   ,   ,,POINT(-93.7333 32.4167)
USC00169303,31.6667,-92.7333,67.1,LA,VERDA FIRE TWR                ,   ,   ,,POINT(-92.7333 31.6667)
USC00163944,31.9,-92.7833,67.1,LA,GUM SPRINGS FIRE TWR          ,   ,   ,,POINT(-92.7833 31.9)
USC00169809,32.0294,-92.6553,67.1,LA,WINONA FIRE TWR               ,   ,   ,,POINT(-92.6553 32.0294)
USC00162579,32.5667,-93.4167,67.1,LA,DOYLINE                       ,   ,   ,,POINT(-93.4167 32.5667)
USC00169392,32.9033,-93.9819,67.1,LA,VIVIAN                        ,   ,   ,,POINT(-93.9819 32.9033)
USC00163142,30.8333,-90.5667,67.1,LA,FLUKER FIRE TWR               ,   ,   ,,POINT(-90.5667 30.8333)
USC00168515,31.2167,-92.8333,67.1,LA,SIMPSON 10 ESE                ,   ,   ,,POINT(-92.8333 31.2167)
USC00162023,31.75,-93.7,67.1,LA,CONVERSE                      ,   ,   ,,POINT(-93.7 31.75)
US1LABS0008,32.8925,-93.646,99.1,LA,PLAIN DEALING 3.0 ESE         ,   ,   ,,POINT(-93.646 32.8925)
US1LAWR0004,32.6386,-93.2545,99.1,LA,MINDEN 2.2 NE                 ,   ,   ,,POINT(-93.2545 32.6386)
US1LABS0004,32.8947,-93.6438,99.1,LA,PLAIN DEALING 3.3 ESE         ,   ,   ,,POINT(-93.6438 32.8947)
US1LAEB0024,30.4436,-91.0184,18.9,LA,SHENANDOAH 3.1 NNW            ,   ,   ,,POINT(-91.0184 30.4436)
US1LAEB0033,30.4118,-91.1786,21.9,LA,LSU                           ,   ,   ,,POINT(-91.1786 30.4118)
